song_title,lyrics
Anything at All,"Anything you want to know just ask me I'm the world's most opinionated man I'll give you an answer if I can (Answer) Catch one passing through (Passing through) That feels right for you Anything you want to know just ask me It's worth every cent it costs And you know it's free for you Special deal Ah, ah, oh, oh De, da ... Anything you want to know it should be perfectly clear You see just beneath the surface of the mud There's more mud here Surprise Is there anything you want to know On any subject at all? I've go time for one more question here Before I fall, fall Is there anything at all"
Carried Away,You came from out of the skies Your skin and your eyes The colours of bronze The moon in your ear Twinkled and shone Soon you'll be gone Sailing out on the blue Your old man and you Drifting along Leaving me here Thinking it through Soon you'll be gone Moving through my changes as fast as I can Trying to bring a balance to me and the man Part of me is screaming to say I want to be carried away Moving through my changes as fast as I can Trying to bring a balance to me and the man Part of me is screaming to say I want to be carried away From out of the skies Your skin and your eyes The colours of bronze The star in your ear Twinkled and shone Soon you'll be gone
Cathedral,"6 o'clock in the morning, I feel pretty good So I dropped into the luxury of the Lords Fighting dragons and crossing swords With the people against the hordes Who came to conquer 7 o'clock in the morning Here it comes, I taste the warning And I'm so amazed I'm here today Seeing things so clear this way In the car and on my way To Stonehenge I'm flying in Winchester Cathedral Sunlight pouring through the break of day Stumbled through the door And into the chamber There's a lady setting flowers On a table covered lace And a cleaner in the distance Finds a cobweb on a face And a feeling deep inside of me Tells me this can't be the place I'm flying in Winchester Cathedral All religion has to have its day Expressions on the face of the Saviour Made me say, ""I can't stay"" Open up the gates of the church And let me out of here Too many people have lied in the name of Christ For anyone to heed the call So many people have died in the name of Christ That I can't believe it all And now I'm standing on the grave Of a soldier that died in 1799 And the day he died, it was a birthday And I noticed it was mine And my head didn't know just who I was And I went spinning back in time And I am high upon the altar High upon the altar, high I'm flying in Winchester cathedral It's hard enough to drink the wine The air inside just hangs in delusion But given time, I'll be fine Open up the gates of the church And let me out of here Too many people have lied in the name of Christ For anyone to heed the call Too many people have died in the name of Christ That I can't believe it all And now I'm standing on the grave Of a soldier that died in 1799 And the day he died, it was a birthday And I noticed it was mine And my head didn't know just who I was And I went spinning back in time And I am high upon the altar High upon the altar, high"
Cold Rain,"Cold rain down on my face Buses hurry on Work's out here comes the race People heading home Wait a second, don't I know you? Haven't I seen you somewhere before? You seem to be like someone I knew Yes, he lived here but he left When he thought that there was more Than cold rain and nowhere to go Many people share Sad dreams and hopes that are stained By the sulphur in the air Don't I know you? Haven't I seen you somewhere before? You seem to be like someone I knew He lived here but he left When he thought that there was more Than cold rain out on the streets I am all alone With cold rain down on my face I am heading home"
Dark Star,"Forgive me if my fantasies might seem a little shopworn I'm sure you've heard it all before, I wonder what's the right form Love songs written for you, it's been going down for years But to sing what's in my heart seems more honest than the tears I am curious Don't want to hurry us I'm intrigued with us Ain't this song a bust? I don't care, dark star I met you several years ago The times they were so strange but I had a feeling You looked into my eyes just once An instant flashing by that we were stealing Another time you felt so bad And I wasn't any help at all as I recall We didn't know quite what to do So we left the wanting be Still there for me and you Dark star, I see you in the morning Dark star a-sleeping next to me Dark star, let the memory of the evening Be the first thing that you think of When you open up your smile and see me, dark star It's easy to be with you Even with the storms that rage beneath your search for peace We must make some time together Take the kids and find a world that's ours to keep Now you've got me dreaming, girl It's been so long I thought that I'd forgotten how My heart is once again my soul We touched, we did, you know we did No more teasing now Dark star, I see you in the morning Dark star a-sleeping next to me Dark star, let the memory of the evening Be the first thing that you think of When you open up your smile and see me, dark star Dark star, I see you in the morning Dark star a-sleeping next to me Dark star, let the memory of the evening Be the first thing that you think of When you open up your smile and see me, dark star Let the memory of the evening Be the first thing that you think of When you open up your smile and see me, dark star"
Fair Game,Take a look around you tell me if you see A girl who thinks she's ordinary lookin' she has got the key If you can get close enough to look into her eyes There's something special right behind the bitterness she hides And you're fair game You'll never know what she'll decide You're fair game Just relax enjoy the ride Find a way to reach her make yourself a fool But do it with a little class disregard the rules 'Cause this one knows the bottom line couldn't get a date The ugly duckling striking back and she'll decide her fate And you're fair game You'll never know what she'll decide You're fair game Just relax enjoy the ride The ones you never notice are the ones you have to watch She's pleasant and she's friendly while she's looking at your crotch And try your hand at conversation gossip is a lie And sure enough she'll take you home and make you wanna die And you're fair game You'll never know what she'll decide You're fair game Just relax enjoy the ride
I Give You Give Blind,"Hey, would you dig to be alone? And tell me when will you be back home? And why did you leave me all alone? You blew my mind Fool listen on to yourself You don't know even when you been left Tomorrow maybe you'll see the rest I told you so You gotta believe in something If you don't you will be lost You gotta believe in someone No matter the cost Well, hell if I've been had Then Jesus why's it got to hurt so bad? And when could something come and make me glad To be alive? Look, you got a mind of your own So listen when it says you could be wrong The first time is usually when you hear the song That sets you free Too late you realize that burning bridges behind you Every time you lose insisting on something That perhaps cannot be had You blow it away You gotta believe in something And give it some time You gotta believe in someone Go over the line So love isn't lost so easy And livin' ain't gonna be so cool and breezy Look in my eyes know that I am speaking freely I give you give blind, I give you give blind I give you give blind, oh yeah, I give you give blind Hey would you dig to be alone? And tell me when will you be back home? And why did you leave me all alone? You blew it away"
In My Dreams,"Look at those dancers gliding around Seems as if their feet Don't hardly touch the ground Look at them smiling Like they knew one another And they never would come down Turn around and hold me I'd like to see your face alone I'm hoping there's someone home I'd like to meet you Who do you see? Introduce yourself to whichever of me is nearby Close behind your eyes you're laughing at me And I'm stuck with no instructions that I can see To steer by Stick around it's tricky ground I'd like to see your face alone I'm hoping there's someone home Two or three people fading in and out Like a radio station I'm thinking about But I can't hear Who gets breakfast? Who gets the lunch? Who gets to be the boss of this bunch? Who will steer? Turning Turning To see your face alone I'm hoping there's someone home Dream Do you dream Dreaming Do you? Dream Do you dream Dreaming Do you? In my dreams I can see, I can I can see a love That could be ..."
Just a Song Before I Go,Just a song before I go To whom it may concern Traveling twice the speed of sound It's easy to get burned When the shows were over We had to get back home And when we opened up the door I had to be alone She helped me with my suitcase She stands before my eyes Driving me to the airport And to the friendly skies Going through security I held her for so long She finally looked at me in love And she was gone Just a song before I go A lesson to be learned Traveling twice the speed of sound It's easy to get burned
Run from Tears,"I don't run from tears That's my weakness (a blues man) But I know you still love me Though you don't believe it (that's your choosin') And I never thought that we were a loser Only didn't hear enough of the songs Everything was always going to be smoother All we needed was some time left alone Something special Is in me dying, yeah Are you punishing me For my weakness When you know about me girl I cannot be beaten down too far And I didn't mean to take you for granted Only knew that it felt good at home But you left me so disenchanted I was blind of course until you were gone Yeah, I'm drowning I'm fighting Something special is in me dying, yeah There's an empty place in my bed And my heart is beating against my head, yeah The blood rushing through my veins Becomes a flood of tears once again"
See the Changes,"She has seen me changing It ain't easy rearranging And it gets harder as you get older Farther away as you get closer And I don't know the answer Does it even matter? I'm wonderin' how Ten years singing right out loud I never looked was anybody listening Then I fell out of a cloud I hit the ground and noticed something missing Now I have someone She has seen me changing And it gets harder as you get older And farther away as you get closer And I don't know the answer Does it even matter? I'm wonderin' how Seems like something out of a dream I had years ago yes, I remember screaming Nobody laughing all the good times Getting harder to come by without weeping Now I have someone She has seen me changing And it gets harder as you get older And farther away"
Shadow Captain,"Oh, captain what are we hiding from? You've been hiding from the start Did some lover steal your heart Or did the full moon make you mad? Oh, captain why these speechless seas That never come to land? Oh, I need to understand Could a little light be that bad? I can see your hands are roughened By the wheel and the rope I'd like to look to you for hope I think it's hiding there This boat is blacked out like a city Awaiting bombers in the night Oh, you hold your helm so tight And yet the sky seems so fair Who guides this ship Dreaming through the seas Turning and searching Whichever way you please? Speak to me I need to see your face Shadowy captain In a darkened space If I were to spy a city Floating just above the sea Could we stop and look for me Among those playing on the pier? Or would you turn away knowing It was still a ways away And if I was there today You could not see me all that clear Who guides this ship Dreaming through the seas Turning and searching Whichever way you please? Speak to me I need to see your face Shadowy captain In a darkened space Shadow captain of a charcoal ship Shadow captain of a charcoal ship Trying to give the light the slip"
Almost Gone,"Locked up in a white room, underneath a glaring light Every 5 minutes, they're asking me if I'm alright Locked up in a white room naked as the day I was born 24 bright light, 24 all alone What I did was show some truth to the working man What I did was blow the whistle and the games began Tell the truth and it will set you free That's what they taught me as a child But I can't be silent after all I've seen and done 24 bright light I'm almost gone, almost gone Locked up in a white room, dying to communicate Trying to hang in there underneath a crushing wait Locked up in a white room I'm always facing time 24 bright light, 24 down the line What I did was show some truth to the working man What I did was blow the whistle and the games began But I did my duty to my country first That's what they taught me as a man But I can't be silent after all I've seen and done 24 bright light I'm almost gone, almost gone (Treat me like a human, treat me like a man)"
Bluebird,"Listen to my bluebird laugh she can tell you why Deep within her heart you see she knows only cryin' There she sits aloft at perch strangest color blue Flying is forgotten now thinks only of you Just you Get into all those blues must be a thousand years And each is differently used you just know You sit there mesmerized by the depth of her eyes I can tell you no lies She's got soul, she's got soul, she's got soul, she's got soul Soon she's goin' to fly away sadness is her own Give herself a bath of tears and go home And go home So I listened once again to my bluebird sing Oh yes and children how she made the mountains ring Now when hearts be stilled that voice is spring Oh my precious my soul says to my blue eyed sparrow Fly back home, fly back home, fly back home Do you think she loves you? Do you think at all?"
Carry On/Questions,"One morning I woke up and I knew You were really gone A new day, a new way, I knew I should see it along Go your way, I'll go mine And carry on The sky is clearing and the night Has gone out The sun, he come, the world Is all full of light Rejoice, rejoice, we have no choice But to carry on The fortunes of fables are able To sing the song Now witness the quickness with which We get along To sing the blues you've got to live the tunes And carry on Carry on Love is coming Love is coming to us all Where are you going now, my love? Where will you be tomorrow? Will you bring me happiness? Will you bring me sorrow? Oh, the questions of a thousand dreams What you do and what you see Lover, can you talk to me? Girl, when I was on my own Chasing you down What was it made you run? Trying your best just to get around The questions of a thousand dreams What you do and what you see Lover, can you talk to me?"
DÃ©jÃ  Vu,"One, two, three, four If I had ever been here before I would probably know just what to do Don't you? If I had ever been here before on another time around the wheel I would probably know just how to deal With all of you And I feel like I've been here before Feel like I've been here before And you know it makes me wonder What's going on under the ground, hmmm Do you know? Don't you wonder? What's going on down under you We have all been here before, we have all been here before We have all been here before, we have all been here before We have all been here before, we have all been here before"
In Your Name,God can you help me Help me deal with this pain Stop all this killing in your name? Love if youâ€™re out there You know that the whole world is going insane Can you stop all this killing in your name? Down through the ages we've all come to know Wise men leading the way We are the pages in the books from above But don't you get led astray God are you listenin'? A prayer from a simple man Stop all this killing in your name? Can you stop all of this sadness? Can you stop all of this madness? Can you stop all this killing in your name?
Daylight Again,Daylight again Following me to bed I think about a hundred years ago How my fathers bled I think I see a valley Covered with bones in blue All the brave soldiers that cannot get older Been asking after you Hear the past a-calling From Armageddon's side When everyone's talking and no one is listening How can we decide Do we find the cost of freedom Buried in the ground Mother Earth will swallow you Lay your body down
Delta,"Waking stream of consciousness On a sleeping street of dreams Thoughts like scattered leaves Slowed in midfall to the streams Of fast running rivers of choice and chance and time stops here On the delta While they dance, while they dance I love the child who steers this riverboat But lately he's crazy for the deep The river seems dreamlike in the daytime Someone keeps thinking in my sleep Of fast running rivers of choice and chance and time stops here On the delta While they dance, while they dance While they dance"
Feel Your Love,"High on a balcony, right where we used to be This city dancing like a sparkling sea I wanna catch a wave, I wanna swim to shore Walk on that same beach like I did before I really want the sun, want the sun to rise I really want to end the night I really wanna feel, wanna feel your love I wanna feel your love I think of our old friends, I count my enemies I hear you tell me how I don't know love I wanna feel your love, I wanna lay right down Wish I was swimming in the sound of love I really want the night, want the night to end I really want the sun to rise I really wanna feel, wanna feel your love I wanna feel your love And now the night is still, the mansion on the hill The children sleeping in their endless dreams I wanna feel your love, I wanna feel your love I wanna feel your love, feel your love, feel your love I wanna feel your love, I wanna feel your love I wanna feel your love, feel your love, feel your love"
Into the Darkness,"Into the darkness soon you'll be sinking What are you doing? What can you be thinking All of your friends have been trying to warn you That some of your demons are dying to drag you Away (Into the darkness) into the darkness Into the darkness away All of your life you've been making your payments Alone on the phone with your business arrangements No wonder no one could ever get near you You're screaming too loud no one can hear you I see you coming to the end of the day And was it worth it? No one can say I see your face it is ghostly pale Into the sunset we are watching you sail Temperature's rising over the rainbow What are you hiding? Afraid of your shadow We have been trying, trying to find you There's no use denying our love is behind you Stay out of the darkness Out of the darkness stay"
Might as Well Have a Good Time,"There are windows on the water Lighting up the silver strand Shining on the sea Shining on the sea And the ocean's just a player On an old piano Who repeats one melody Repeats one melody I belong on the shore Hustlin' nickels and dimes 'Cause it ain't long before it's gone You might as well have a good time Well, the elbows of his jacket Are blue and shiny He's drunk and gone to seed He's drunk and gone to seed And he mumbles as he plays The only song he knows It's the only song he needs The only song he needs I belong on the shore Hustlin' nickels and dimes 'Cause it ain't long before it's gone You might as well have a good time All his restless music Don't mean a damn thing to me The shallow or the deep Said, the shallow or the deep And if you're free this evening We'll go out together And party 'till we sleep I said, party 'till we sleep And I belong on the shore Hustlin' nickels and dimes 'Cause it ain't long before it's gone You might as well have a good time I belong on the shore Hustlin' nickels and dimes 'Cause it ain't long before it's gone You might as well have a good time You might as well have a good time"
Raise a Voice,"We're all on our own So look at us all How can we not raise a voice Against the madness There isn't the time To wander or wait Cause only the young can carry the weight And face the silence Do we run, do we stop Do we lie down? I think not There's an answer that we've got We are not helpless, ooh, ooh, ooh The vision will stand As blindness will fall Now we must look for the light In the darkness Do we run, do we stop Do we lie down? I think not There's an answer that we've got We are not helpless, no, no, no, oh"
Since I Met You,"Since I met you In the time it takes to count from one to four I'll be back and asking you is there more Yes it is all about your loving I am yours I can't get enough of your love Since I met you Might be all about I like the things you say I don't really care do you? Either way, yeah Feeling very strong about you I don't want to live Without your love Since I met you I met you I became a stronger man Trying too hard To prove too much before If you're trying to relax Don't ask questions That will surely tax you later on You'll have your answer yeah Best of all you never worry but always care All you need to know is that I am there, yes I am Don't know why you ever chose me Heaven knows we certainly have loved enough Since I met you Since I met you, since I met you girl Since I met you, since I met you girl Since I met you, since I met you girl, girl, girl"
Song for Susan,If anyone wants to know where to find me I'll be right here in the warmth of your arms 'Cause you you're the one I can trust in You've never done me harm I'm putting all my troubles behind me I don't feel the same when I'm away from your smile 'Cause you you're the one that can calm me down Whenever I get wild Fooling myself about how to exist All by myself there was much I had missed You came and showed me what happiness is Fooling myself about how to exist All by myself there was much I had missed You came and showed me what happiness is If anyone wants to know where my heart is Tell everyone that's it's wrapped around yours 'Cause you you're the one I can turn to You opened up the door
Southern Cross,"Got out of town on a boat, going to Southern islands Sailing a reach before a following sea She was making for the trades on the outside And the downhill run to Papeete Off the wind on this heading lie, the Marquesas We got eighty feet of the waterline Nicely making way In a noisy bar in Avalon, I tried to call you But on a midnight watch I realized Why twice you ran away (I think about) Think about how many times I have fallen Spirits are using me, larger voices calling What heaven brought you and me Cannot be forgotten (I've been around the world) I have been around the world (Looking) Looking for that woman-girl (And I know she knows) Who knows love can endure And you know it will When you see the Southern Cross for the first time You understand now why you came this way 'Cause the truth you might be running from is so small But it's as big as the promise The promise of a coming day So I'm sailing for tomorrow, my dreams are a-dying And my love is an anchor tied to you Tied with a silver chain I have my ship And all her flags are a-flying She is all that I have left And music is her name (I think about) Think about how many times I have fallen Spirits are using me, larger voices calling What heaven brought you and me Cannot be forgotten (I've been around the world) I have been around the world (Looking) Looking for that woman-girl Who knows love can endure And you know it will And you know it will (Yes) So we cheated and we lied and we tested And we never failed to fail It was the easiest thing to do You will survive being bested Somebody fine Will come along, make me forget about loving you In the Southern Cross"
Tomorrow Is Another Day,"Have you got the room for me And your heartache? My love is not pushing you Around this way If you think you see another love As strong as me, and you must go see Iâ€™ll miss you, girl I wonâ€™t resist your curiosity â€˜Cause tomorrow is another day And there is little else that would break my heart Itâ€™s yours anyway Donâ€™t ask me why Let me see Can this be put another way? There are times when life just turns on you It seems that way But if what you love should fly away Let it go And if it comes back anyway It will never fly away again And tomorrow is more than another day Itâ€™s the beginning Of what you started yesterday Donâ€™t ask me why Tomorrow is another day And there is little else that would break my heart Tomorrow is more than another day Itâ€™s the beginning of what you started yesterday"
Too Much Love to Hide,"Can I sing a song to the women Take a look at what you might be missing With a certain love that you know will stand It takes a good woman and a good man, I believe I believe, I believe enough don't I I believe when I see her eyes I believe there is too much love to hide Boy don't stand there in the shadows Let her know you care about what she knows Turn your mind into a window And the listener will lead who follows, I believe I believe, I believe enough don't I I believe when I see her eyes I believe there is too much love to hide If you don't trust at all, you lose You are bound to fall Lost behind your wall I believe, I believe enough don't I I believe when I see her eyes I believe there is too much love to hide Too much, too much So you know now you found out This is the kind of love you can shout about Leave your loneliness in the past This is the kind of love that's gonna last, I believe I believe, I believe enough don't I I believe when I see her eyes I believe there is too much love to hide Too much, too much"
Do You Know How to Use This Weapon?,"Do you know how to use this weapon? - Not really. - That weapon will replace your tongue You will learn to speak through it And your poetry will now be written with blood What is your name? My name is Nobody - Excuse me? - My name is Exaybachay: He Who Talks Loud, Saying Nothing He Who Talks-- I thought you said your name was Nobody I prefer to be called Nobody"
Nobody's Story,"My blood is mixed My mother was ungumpai picani, my father was habsoluca This mixture was not respected; as a small boy I was often left to myself So I spent many months stalking the Elk people, to prove i would soon become a good hunter One day finally, my Elk relatives took pity on me, and a young Elk gave his life to me With only my knife, I took his life As I was preparing to cut the meat white men came upon me, they were English soldiers I cut one with my knife but they hit me on the head, with a rifle All went black; my spirit seemed to leave me I was then taken east, in a cage I was taken to Toronto, then Philadelphia, and then to New York; and each time I arrived in another city, somehow the white man had moved all thier people there ahead of me Each new city contained the same white people as the last, and I could not understand how a whole city of people could be moved so quickly Eventually, I was taken on a ship across the great sea, over to England, and I was paraded before them like a captured animal, an exhibit So I mimicked them, imitating their ways, hoping they might lose interest in this young savage, but their interest only grew I was copying them so they placed me into the white mans school It was there that I discovered, in a book, the words that William Blake had written They were powerful words and they spoke to me So I made careful plans and eventually I escaped Once again I crossed the great ocean I saw many sad things as I made my way back to the lands of my people Once they realized who I was, the stories of my adventures angered them They called me a liar Xebachae-he who talks loud saying nothing Ridiculed by my own people, and I was left to wander the earth alone I am Nobody"
Organ Solo,No lyric found
Stupid White Men...,"Stupid white men. William Blake, you go to them What? Why don't we just go around them? No, you go Iâ€™d rather not It's a test I don't know those people. I donâ€™t know if they're friendly or if they'll kill me Nobody will observe All right, I'll go. I'd rather not, but I'll go. What's the fastest way to get down there? Be quiet and go"
"Time for You to Leave, William Blake...","- Well... - I've prepared for you a canoe to sit in this It's time for you to leave now, William Blake.. Time for you to go back to your kingdom - There' s so cloudly... - Back to the plays from where all the spirits came And we are all the spirits between them This world won't no wonder continues..."
4 + 20,"Four and twenty years ago I come into this life The son of a woman and a man who lived in strife He was tired of being poor And he wasn't into selling door to door And he worked like the devil to be more A different kind of poverty now upsets me so Night after sleepless night, I walk the floor and I want to know Why am I so alone? Where is my woman, can I bring her home? Have I driven her away? Is she gone? Morning comes the sunrise and I'm driven to my bed I see that it is empty and there's devils in my head I embrace the many colored beast I grow weary of the torment, can there be no peace? And I find myself just wishing that my life would simply cease"
Almost Cut My Hair,"I will now proceed to entangle the entire area Almost cut my hair It happened just the other day It was gettin' kinda long I could-a said, it was in my way But I didn't and I wonder why I feel like letting my freak flag fly Yes I feel like I owe it to someone Must be because I had the flu for Christmas And I'm not feelin' up to par It increases my paranoia Like lookin' at my mirror and seein' a police car But I'm not givin' in an inch to fear 'Cause I promised myself this year I feel like I owe it to someone When I finally get myself together I'm gonna get down in that sunny southern weather And I find a place inside to laugh Separate the wheat from the chaff I feel like I owe it to someone"
Carry On,"One morning I woke up and I knew You were really gone A new day, a new way And new eyes to see the dawn Go your way, I'll go mine And carry on The sky is clearing and the night Has gone out The sun, he come, the world Is all full of love Rejoice, rejoice, we have no choice But to carry on The fortunes of fables are able To sing the song Now witness the quickness with which We get along To sing the blues you've got to live the dues And carry on Carry on Love is coming Love is coming to us all Where are you going now, my love? Where will you be tomorrow? Will you bring me happiness? Will you bring me sorrow? Oh, the questions of a thousand dreams What you do with what you see Lover, can you talk to me? Girl, when I was on my own Chasing you down What was it made you run? Trying your best just to get around The questions of a thousand dreams What you do and what you see Lover, can you talk to me?"
Country Girl,Winding paths through tables and glass First fall was new Now watch the summer pass So close to you Too late to keep the change Too late to pay No time to stay the same Too young to leave No pass out sign on the Door set me thinking Are waitresses paying the Price of their winking While stars sit at bars and Decide what they're drinking They drop by to die 'cause It's faster than sinking Too late to keep the change Too late to pay No time to stay the same Too late to keep the change Too late to pay No time to stay the same Too young to leave Find out that now was the Answer to answers That you gave later She did the things that we Both did before now But who forgave her? If I could stand to see her crying I would tell her not to care When she learns of all your lyin' Will she join you there? Country girl I think you're pretty Got to make you understand Have no lovers in the city Let me be your country man Got to make you understand Got to make you understand Country girl
Deja Vu ,"If I had ever been here before I would probably know just what to do Don't you? If I had ever been here before On another time around the wheel I would probably know just how to deal With all of you And I feel like I've been here before Feel like I've been here before And you know, it makes me wonder What's going on under the ground Do you know? Don't you wonder What's going on down under you? We have all been here before We have all been here before We have all been here before We have all been here before"
Everybody I Love You,"Know you got to run, know you got to hide Still there is a great life engrained deep within your eyes Open up, open up, baby let me in You expect for me to love you when you hate yourself my friend La la la la La la la la Everybody I love you Everybody I do (Oh yeah) Though your heart is an answer (And I know it is) I need your love to get through (Oh yeah, I really do now) When I tell you I love you (When I tell you) You can believe that it's true (Oh yes it is) Everybody I love you (Everybody is the same with you) Everybody I do (Oh, yes I really do now)"
Helpless,"There is a town in North Ontario With dream, comfort, memory to spare And in my mind, I still need a place to go All my changes were there Blue, blue windows behind the stars Yellow moon on the rise Big birds flying across the sky Throwing shadows on our eyes Leave us Helpless, helpless, helpless (Helpless, helpless, helpless, helpless) Babe, can you hear me now? (Helpless, helpless, helpless, helpless) The chains are locked and tied across the door (Helpless, helpless, helpless, helpless) Babe, sing with me somehow (Helpless, helpless, helpless, helpless) Blue, blue windows behind the stars Yellow moon on the rise Big birds flying across the sky Throwing shadows on our eyes Leave us Helpless, helpless, helpless (Helpless, helpless) Helpless, helpless, helpless (Helpless, helpless, helpless) Helpless, helpless, helpless (Helpless, helpless, helpless) Helpless, helpless, helpless (Helpless, helpless, helpless, helpless) Helpless, helpless, helpless (Helpless, helpless, helpless, helpless) Helpless, helpless (Helpless, helpless, helpless, helpless)"
Our House,"I'll light the fire You place the flowers in the vase That you bought today Staring at the fire For hours and hours while I listen to you Play your love songs all night long For me, only for me Come to me now And rest your head for just five minutes Everything is done Such a cozy room The windows are illuminated by the evening Sunshine through them, fiery gems For you, only for you Our house is a very, very, very fine house With two cats in the yard Life used to be so hard Now everything is easy cause of you And our La-la, la-la-la la la... Our house is a very, very, very fine house (fine house) With two cats in the yard Life used to be so hard Now everything is easy cause of you And our I'll light the fire While you place the flowers in the vase That you bought today"
Everyday We Live,"Once again my days of love Are filled with pain and sorrow I think about my life and wonder Where are my tomorrows? Are they here with you every day we live here? And such a way to know, people We all hope, people Once again my life is changing Born again like springtime Will we come together now? We'll dream away a lifetime Be here with me evÐµry day we live herÐµ And such a way to know, people We all hope, people Feel the breath of joy that comes With every passing sunrise Let yourself be real, my love Forget about the good times Be here with me every day We live here and such a way to know, people We all hope, people Emptiness still finds me here I have no way of knowing What we have, I miss so much The sharin', oh, the growin' Be here with me every day we live here It's such a way to know, people We all hope, people"
Horses Through a Rainstorm,"Have you ever ridden horses through a rainstorm Or led a lion through a busy street bizarre There are many things I'd like to turn you on to But somehow I feel you're safer where you are If you're looking for examples to refer to Take a look around yourself I'm sure you'll find There are many things to make your life much brighter And I bet there's many more inside your mind There's a man I know With no expressions He's got none at all There's a man I know With no expressions, no He's got none at all You know, I've never seen this man laughing Come to think of it I've never seen him cry But you might by loving start him singing By and by, he'll stop and sigh You'll feel a breeze, his nose begins to freeze And then it winks good-bye Have you ever ridden horses through a rainstorm Or led a lion through a busy street bizarre There are many things I'd like to turn you on to But somehow I feel you're safer where you are"
How Have You Been,"I used to see you on every T.V. Your smiling face looked back at me I used to see you on every T.V. Your smiling face looked back at me Then they caught you with the girl next door People's money piled on the floor Accusations that you try to deny Revelations and rumors begin to fly Now you think about reaching out Maybe get some help from above Now you think about reaching out Maybe get some help from above Reporters crowd around your house Going through your garbage like a pack of hounds Speculating what they might find out It don't matter now, you're all washed up You wake up in the middle of the night Your sheets are wet and your face is white You tried to make a good thing last How could something so good, go bad, so fast? American dream, American dream American dream, American dream Don't know where things went wrong Might have been when you were young and strong Don't know where things went wrong Might have been when you were young and strong Reporters crowd around your house Going through your garbage like a pack of hounds Speculating what they might find out It don't matter now, you're all washed up Don't know where things went wrong Might have been when you were young and strong American dream, American dream Don't know where things went wrong Might have been when you were young and strong American dream, American dream"
I'll Be There,"If you need someone, Iâ€™ll be there If you need me If I can bring you diner Iâ€™ll live beneath someone whoâ€™s just you Iâ€™ll be there And if you need someone just to kiss you Iâ€™ll, Iâ€™ll be there Baby, â€˜cause I do care If you need me Let it go baby Anyone lay when the time is right Anyone lay when the time is right Do you need someone to love you? Every day, Iâ€™ll be there And if you need someone to kiss you baby, Iâ€™ll be thÐµre Baby, â€˜cause I care AnyonÐµ lay when the time is right Love you till itâ€™s midnight Hop on, till Iâ€™m over, gone Far away, far away From the men in super city, got to get you pretty, pretty Little let it go Let it go baby Oh yeah And if you need someone to love you, Iâ€™ll be there Ooh Any one me, when the time is right Love you, love you Kiss you good night Walk on, through Iâ€™m over, gone Far away Far away from the madness of the city Got to get you pretty Crazy, let it go Let it go baby Oh yeah"
Ivory Tower,"So close, then again, so far away Where are the answers? I hear them every day Loving at a distance, don't make it anyway I can't reach her anymore She lives in an ivory tower (ivory tower) Enjoying her wealth and her power (wealth and her power) Surrounded by empty dedicated people She doesn't know anymore I loved her, so I gave her my soul (gave her my soul) I didn't have much else to give, heaven knows She looked at it funny, what good it could do her She doesn't know anymore Right on So many times she got burned So many lessons now, now, to be learned A few more mistakes, you know that she could be the smartest girl In the world, nothing more A little bit older (My bed) my bed a little bit colder The treasure of our oneness became sand, and there lay naked Before the wind was no more Ay-ay So close, then again, so far away Where are the answers? I hear them every day Loving from a distance, don't make it anyway Ay (ay)"
Question Why,Ask yourselves questions in order of merit Feed the computers and see what returns People in charge are just building a nightmare Children can see all of this and will learn Can any man that ever lived Answer the question why Any man that ever lived Was only born to die? Why are we sticking our heads in the desert? How many years will it take us to learn That all the old wrapping might cover up silver And only the silver is left if it burns? Can any man that ever lived Answer the question why Any man that ever lived Was only born to die? All of us entered a three-legged spoon race Everyone wins in the end so don't rush Just help one another to better positions Just to make sure that there won't be a crush Can any man that ever lived Answer the question why Any man that ever lived Was only born to die?
Right on Rock 'N' Roll,"I don't remember sixty-three That year figures in my destiny Some beer, the road, my car and me Oh, now who's that player? Well don't you know? A rock 'n roll baby on the guitar, yeah Crosby, Stills, Nash and Young Through the Rockies with the tape deck on I'm driving steady, I watch the other cars go past Hundred miles already, I hope I don't run out of gas I don't remember sixty-three That year figures in my destiny Some beer, the road, my car and me Oh ho ho, that's right boys, you know where"
Same Old Song,"Oh yeah I remember way back when When I was nine or ten My God, I was blue even then Things was looking pretty grim But I'm sorry It's the same old song The glory Of doing everything wrong Now tell me what is going on Now that you say you're gone And you're never coming home Baby please don't be gone too long I think I know what's going on And I'm sorry It's the same old song The glory Of doing everything wrong You know me Baby got to know this Oh baby You see that we're both the same Can I get you to change your namÐµ Things looking pretty much the same Can't seem to win for playing thÐµ game And I'm sorry But it's the same old song The glory Of doing everything wrong You know me Now tell me what is going on Got to got to know this When I was nine or ten My God, I was blue even then Things were looking pretty grim And I'm sorry It's the same old song The glory Of doing everything wrong You know me Now tell me what is going on Baby ah yes And I'm sorry It's the same old song The glory Of doing everything wrong You know me Now tell me what is going on Baby yes all right Oh yeah I'm sorry It's the same old song The glory Of doing everything wrong You know me Now tell me what is going on Oh baby Ooo, mmmmm, ooo"
